guid,crc?,<PageAttr>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
3f85bc03-220e-43c9-b58e-cbba9d96cfd9,2668536104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_000_07,"そして最後に、罠にかかったモンスターに
捕獲用麻酔玉などを使って
眠らせれば捕獲成功だ！","Finally, toss some Tranq Bombs at
the trapped monster until it passes
out, and BAM—success!","Et enfin, lance des bombes tranquillisantes
sur le monstre piégé jusqu'à ce qu'il
s'endorme, et voilà ! C'est dans la poche !","Infine, lancia delle bombe soporifere
contro il mostro intrappolato finché
sviene ed è fatta.","Zu guter Letzt wirfst du ein paar Beruhigungs-
bomben auf das gefangene Monster, bis es das
Bewusstsein verliert, und ZACK: geschafft!","Por último, tienes que lanzarle unas cuantas
bombas tranquilizantes hasta que se desmaye.
Y listo, monstruo capturado.","Бросай в пойманного монстра снотворные
бомбы, пока он не вырубится.
Успех!","Na końcu rzucaj w niego bombami
uspokajającymi, aż zaśnie i BUM – sukces!",,,"Finalmente, jogue algumas Bombas Sedativas
no monstro preso até que ele desmaie e BAM
— sucesso!","그리고 마지막으로 덫에 걸린 몬스터를
포획용마취옥 등으로 잠재우면
포획 성공이다!","最後再對踩中陷阱的魔物
使用捕獲用麻醉球等道具使其陷入沉睡，
就算捕獲成功了！","最后再对中了陷阱的怪物
使用捕获用麻醉球等道具，
让它睡着就是捕获成功了！",,,,,,,,"في النهاية، ارمِ بعض القنابل المهدئة
على الوحش المُكبّل حتى يفقد الوعي
وحينها، يتحقق النجاح!",,,,,,,,,,,
7c9e4190-fcba-42f4-a886-abf9700e2d09,4244576956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_000_08,"捕獲のイメージはつかめたかな？
１つずつ教えていくから安心していいよ！","Everything clear so far? If not,
don't worry! I'll walk ya through it!","Tu suis jusque là ? Si tu galères, je
suis là pour t'expliquer, t'inquiète !","Tutto chiaro? In caso contrario, non
preoccuparti. Ci sarò io a guidarti.","Alles klar so weit? Wenn nicht, ist's auch kein
Thema! Wir gehen das zusammen Schritt für
Schritt durch, keine Sorge!","¿Te haces una idea de cómo funciona el tema?
Si no, no pasa nada, yo te iré guiando.","Ну что, все понятно? Если нет, не
волнуйся! Я помогу!","Wszystko do tej pory jasne? Jeśli nie,
spokojna głowa – wszystko wyjaśnię!",,,"Tá me acompanhando? Se não,
não se preocupa! Eu vou te mostrar
tudo direitinho!","포획의 흐름은 대강 이해됐겠지?
하나씩 차근차근 설명할 테니 안심해라!","你現在應該知道如何捕獲了吧？
我會按照步驟一一教你，儘管放心吧！","你明白捕获的感觉了吗？
我会一步一步教你的，你就放心吧！",,,,,,,,"هل كل شيء واضح حتى الآن؟ إذا لم يكن كذلك
فلا داعٍ للقلق! سأرشدك لاستيعاب كل شيء!",,,,,,,,,,,
347bd1e4-1a5d-484b-873a-7e6b44cf99da,1837509078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_000_09,"さあ、まずは支給品ＢＯＸで
捕獲に必要なアイテムを補充しよう。","First off, go grab all the items you'll
need for capturing from the Supply Box.","Commence par prendre tous les objets dont
tu auras besoin pour la capture dans
la boîte à fournitures.","Intanto vai a prendere gli oggetti che ti
servono per la cattura dalla cassa scorte.","Schnapp dir als Erstes alle Objekte, die du
zum Fangen brauchst, aus deiner Vorratstruhe.","Para empezar, coge del baúl de suministros
todos los objetos que vayas a necesitar para
capturar un monstruo.","Сначала возьми предметы для поимки
из ящика с припасами.","Na początek znajdź wszystkie potrzebne
do łapania przedmioty w skrzynce
z zaopatrzeniem.",,,"Primeiro, pega todos os itens de
que você precisa pra captura na
Caixa de Suprimentos.","자, 먼저 지급품 BOX에서
포획에 필요한 아이템을 보충하자.","那麼，先在補給品箱補充
捕獲時所需的道具吧。","快，先用补给箱
补充捕获所需的道具吧。",,,,,,,,"أولًا،اذهب وأحضر كافة العناصر التي
ستحتاج إليها للصيد من صندوق الإمداد.",,,,,,,,,,,
3a7b46fd-1752-4497-a552-a77d061644c3,3420197989,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_000_10,"準備ができたら下に降りてきてくれ。
先に行って待ってるよ！","Once you're all stocked up, head on down.
I'll be waiting for you!","Quand t'as tout ce qu'il te faut, descends.
Je t'attendrai !","Quando hai finito di fare scorta,
vieni di sotto. Ti aspetto.","Wenn du alles Nötige dabei hast, komm rüber.
Ich warte dann auf dich!","Cuando lo tengas todo, ve abajo.
Allí te estaré esperando.","Как соберешь предметы, спускайся.
Я тебя жду!","Kiedy już wszystko masz, zejdź na dół.
Będę tam czekał!",,,"Assim que estiver <LSNR {abastecido} {abastecida}>, vai lá
embaixo. Vou ficar te esperando!","준비가 끝나면 아래로 내려와라.
먼저 가서 기다리고 있으마!","準備好之後就下來吧！
我先去前面等你囉！","你准备好了就下来吧。
我先去等着你了！",,,,,,,,"بعد تخزين كل المطلوب، امض قُدمًا.
سأكون بانتظارك!",,,,,,,,,,,
6f471b56-3c93-4dab-ae0e-ed246be8520a,2234070693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,310,QD_QN030103_nid103_010_00,"<CAM:25>どうした、愛弟子！
捕獲アイテムがそろってないじゃないか。","<CAM:25>Oh, come on, Ace!
You can't capture a monster if you
don't have all the stuff you need!","<CAM:25>T'aurais pas oublié un truc, l'artiste ?
Tu risques pas de capturer un monstre
s'il te manque des choses !","<CAM:25>Ma insomma! Non puoi catturare un mostro
senza avere tutti gli oggetti necessari!","<CAM:25>Ach, komm schon, Ass! Ohne all den Kram,
den du brauchst, fängst du ganz sicher kein
Monster!","<CAM:25>Venga, hacha, tómatelo en serio.
No podrás capturar un monstruo si no tienes
todo lo necesario.","<CAM:25>Ас, ну ты что! Монстра не поймать
без нужных предметов!","<CAM:25>Ej, <LSNR {szefie} {szefowo}>, co jest!
Nie złapiesz potwora bez
potrzebnych przedmiotów!",,,"<CAM:25>Ah, como assim, Craque? Você não pode
capturar um monstro se não tiver
tudo de que precisa!","<CAM:25>왜 그러느냐? 애제자여!
포획 아이템을 두고 왔구나.","<CAM:25>怎麼啦，愛徒？
你還沒有備齊捕獲道具呢。","<CAM:25>怎么了，爱徒！
捕获道具没带齐嘛。",,,,,,,,"<CAM:25>أوه، بربك أيها البارع!
لا يمكنك اصطياد وحش في حالة
عدم تزويدك بكافة العناصر اللازمة!",,,,,,,,,,,
21e2d81d-52ea-408b-800a-569894d96e3f,1864913763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_010_01,"あせる気持ちもわかるけど、
ハンターたるもの準備も大事だぞ！","I get that you're eager, but proper
preparation is half the hunt!","T'as hâte d'en finir, je comprends bien,
mais tous les chasseurs savent qu'il est
important de bien se préparer !","Capisco che non vedi l'ora, ma con
la giusta preparazione, metà del lavoro
è praticamente fatto.","Ich versteh ja, dass du loslegen willst, aber
bei der Vorbereitung darfst du keine halben
Sachen machen!","Sé que estás deseando empezar, pero una buena
preparación es fundamental para la caza.","Я рад, что ты рвешься в бой, но
сперва надо подготовиться!","Wiem, że nie możesz się doczekać,
ale odpowiednie przygotowanie to połowa
udanego polowania!",,,"Eu entendo que você esteja <LSNR {ansioso} {ansiosa}>,
mas a preparação adequada é metade
da caça!","빨리해보고 싶은 마음은 이해하지만,
헌터라면 준비를 철저히 해야 한단다!","我能理解你著急的心情，
但是身為獵人，做好準備也是很重要的！","我也理解你的焦急情绪，
但是身为猎人，准备工作也很重要啊！",,,,,,,,"أدرك أنك في غاية الحماس، لكن
يعد التحضير نصف الصيد!",,,,,,,,,,,
232084b9-38ba-49ab-8afb-487635da8178,3415673684,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_010_02,"<CAM:20>今回は特別に、必要なアイテムを
置いておいたから取って来るといいよ！","<CAM:20>The items I prepped are essential for
this drill, so don't forget 'em!","<CAM:20>Les objets que j'ai préparés pour toi sont
essentiels pour cet entraînement, alors
assure-toi de pas les oublier !","<CAM:20>Gli oggetti che ho preparato sono
fondamentali per l'addestramento,
quindi non dimenticarli!","<CAM:20>Die Objekte, die ich vorbereitet habe, sind
für die Übung unbedingt notwendig, vergiss
sie also nicht!","<CAM:20>Los objetos que he preparado son esenciales
para esta tarea, así que no te los dejes.","<CAM:20>Без предметов, которые я подготовил,
на этой тренировке никуда, так что
не забудь их!","<CAM:20>Przedmioty, które przygotowałem, są
niezbędne, więc ich nie zapomnij!",,,"<CAM:20>Os itens que preparei são essenciais
pra esse exercício, então, não se
esqueça deles!","<CAM:20>이번에는 특별히 필요한 아이템을
놔뒀으니까 가져오면 된다!","<CAM:20>這次我特別準備了必要的道具，
你趕緊去拿吧！","<CAM:20>这次我破例备好了需要的道具，
你去拿来吧！",,,,,,,,"<CAM:20>تعد العناصر التي أعددتها أساسية لهذا الإجراء،
لذا لا تنسَها!",,,,,,,,,,,
99ecb3b6-edf7-465d-bc4d-cdbaaf0cfa38,4088909337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,320,QD_QN030103_nid103_020_00,"捕獲用のアイテムはそろったようだね！
訓練を始める前に、アイテムについて
少しおさらいしておこうか。","Looks like you got everything you need.
Nice! OK, before we start, how about
you try 'em out?","On dirait que t'as tout ce qu'il faut.
Nickel ! Bon, avant de commencer, qu'est-ce
que tu dirais d'essayer tout ça ?","Sembra che tu abbia tutto il necessario.
Ottimo! Prima di iniziare, però, che
ne dici di provarli?","Du scheinst alles Nötige dabei zu haben.
Schön! Dann teste dein Handwerkszeug doch
gleich mal aus, hm?","Bien, veo que ya tienes todos los objetos que
usaremos. Pero, antes de empezar, ¿qué tal
si los pruebas?","Вроде, все нужное ты <LSNR {взял} {взяла}>.
Отлично! Итак, пока мы не начали,
может, опробуешь эти вещи?","Wygląda na to, że wszystko masz.
Nieźle! Zanim zaczniemy,
może je wypróbujesz?",,,"Parece que você tem tudo de que precisa.
Maravilha! Certo, antes de começarmos,
que tal você testá-los?","포획용 아이템을 가져왔구나!
훈련을 시작하기 전에 아이템에 대해
복습하는 시간을 갖도록 하자.","看來你湊齊捕獲用的道具了呢！
在開始訓練之前，先來複習一下道具吧。","看来捕获用的道具都带齐了嘛！
在开始训练之前，
我们先来复习一下道具的相关知识吧。",,,,,,,,"يبدو أنك جمعت كل ما تحتاج
إليه. جميل! حسنًا، قبل البدء، ماذا عن
تجربة كافة العناصر بنفسك؟",,,,,,,,,,,
de291ee5-dc6e-450d-ac3b-a9cae811f341,3663808654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_020_01,"<COLS RED>シビレ罠</COL>と<COL RED>落とし穴</COL>は、討伐のときにも
大型モンスターの足止めとして
活躍してくれる便利なアイテムだ！","You can also use <COLS RED>Shock</COL> and <COL RED>Pitfall Traps</COL> when
you want to slay a monster. A monster that
can't move equals prime thrashin' time!","Tu peux aussi utiliser un <COLS RED>piège à fosse</COL> ou
<COL RED>à électrochoc</COL> si tu veux tuer un monstre.
Un monstre immobilisé est une cible facile !","Quando vuoi uccidere un mostro, puoi usare
anche trappole <COLS RED>scossa</COL> e <COL RED>coperte</COL>. Un mostro
immobilizzato è più facile da attaccare.","Du kannst <COLS RED>Schockfallen</COL> und <COL RED>Fallgruben</COL> auch zum
Erlegen von Monstern nutzen. Wenn sie sich nicht
rühren können, geht der Spaß richtig los!","Las <COLS RED>trampas de choque</COL> y <COL RED>de escollo</COL> también
sirven para abatir monstruos, ya que impedir
que se muevan te lo facilitará mucho.","Если хочешь убить монстра, можно
пользоваться <COLS RED>шоковыми ловушками</COL>
и <COL RED>волчьими ямами</COL>. Обездвиживай монстров!","Kiedy chcesz zabić potwora, możesz też
używać <COLS RED>dołów-pułapek</COL> i <COL RED>pułapek
rażących</COL>. Nieruchomy potwór to łatwy cel!",,,"Você também pode usar <COLS RED>Armadilhas de Choque</COL> 
e <COL RED>de Poço</COL> pra matar um monstro. Um monstro
imobilizado significa hora de arrebentar.","<COLS RED>마비덫</COL>과 <COL RED>구멍 함정</COL>은 대형 몬스터를
토벌할 때도 쓰이는 몬스터의 움직임을
멈출 수 있는 편리한 아이템이다!","<COLS RED>麻痺陷阱</COL>和<COL RED>地洞</COL>是一種能在討伐過程中
用來阻止魔物前進的道具，
效果很好，是非常方便的東西！","<COLS RED>麻痹陷阱</COL>和<COL RED>落穴陷阱</COL>是在讨伐时
也能用于阻止大型怪物行动的
便捷道具！",,,,,,,,"كما يمكنك استخدام <COLS RED>الصدمة</COL> و<COL RED>فخاخ الحفرة</COL>عندما ترغب
في قتل أحد الوحوش. وحش لا يمكنه
التحرك يعني أن الوقت ممتاز للضرب!",,,,,,,,,,,
43f0a17d-7939-405c-a175-608cf6286e0c,268673991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_020_02,"今回の訓練で、
使い方をしっかり練習しておこうね。","*ahem* Today, you'll get an in-depth
understanding of how to use 'em.","Aujourd'hui tu vas apprendre les
rudiments de leur utilisation.","Ehm, oggi imparerai nel dettaglio
come usarle.","*räusper* Heute lernst du genau, wie du sie
richtig anwendest.",Hoy aprenderás cómo se usan.,"*кхм* Сегодня ты подробно узнаешь, как
все это использовать.","Ahem... Dzisiaj wyjaśnię ci
szczegółowo, jak ich używać.",,,"Caham... Hoje, você terá uma aula
avançada de como usá-las.","이번 훈련으로 사용법을
제대로 익혀두자.","在這次的訓練當中，
好好練習陷阱的使用方法吧。","在这次的训练里
要好好练习它们的用法啊。",,,,,,,,"*إحم* اليوم، ستتعمق
في فهم كيفية استخدام الأدوات.",,,,,,,,,,,
f1f2e3ea-2ec3-4bbb-9550-ab4c0e8b3768,4072765096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_020_03,"<COLS RED>捕獲用麻酔玉</COL>は、
弱ったモンスターを眠らせるアイテムだ。","<COLS RED>Tranq Bombs</COL> are used to put a weakened
monster to sleep.","Les <COLS RED>bombes tranquillisantes</COL> servent à
endormir un monstre affaibli.","Le <COLS RED>bombe soporifere</COL> servono a far
addormentare i mostri indeboliti.","<COLS RED>Beruhigungsbomben</COL> dienen dazu, ein geschwächtes
Monster in Schlaf zu versetzen.","Las <COLS RED>bombas tranquilizantes</COL> se usan para que
un monstruo debilitado se quede dormido.","<COLS RED>Снотворные бомбы</COL> нужны, чтобы усыплять
ослабленных монстров.","<COLS RED>Bomb uspokajających</COL> używa się,
żeby uśpić osłabionego potwora.",,,"<COLS RED>Bombas Sedativas</COL> são usadas pra botar
um monstro enfraquecido pra dormir.","<COLS RED>포획용마취옥</COL>은 약해진 몬스터를
잠들게 하는 아이템이다.","<COLS RED>捕獲用麻醉球</COL>
是用來讓虛弱的魔物陷入沉睡的道具。","<COLS RED>捕获用麻醉球</COL>
是会让虚弱怪物睡着的道具。",,,,,,,,"تُستخدم <COLS RED>القنابل المهدئة</COL> لوضع الوحش
الضعيف في حالة نوم.",,,,,,,,,,,
